algorithm,message_size,operation,sample,peak_python_heap_bytes,current_python_heap_bytes
Ascon-AEAD128,2048,encrypt,11,10481,3880
Ascon-AEAD128,2048,encrypt,12,10481,3880
Ascon-AEAD128,2048,encrypt,13,10481,3880
Ascon-AEAD128,2048,encrypt,14,10481,3880
Ascon-AEAD128,2048,encrypt,15,10481,3880
Ascon-AEAD128,2048,encrypt,16,10481,3880
Ascon-AEAD128,2048,encrypt,17,10481,3880
Ascon-AEAD128,2048,encrypt,18,10481,3880
Ascon-AEAD128,2048,encrypt,19,10481,3880
Ascon-AEAD128,2048,encrypt,20,10481,3880
Ascon-AEAD128,2048,decrypt,1,12713,4008
Ascon-AEAD128,2048,decrypt,2,12713,4008
Ascon-AEAD128,2048,decrypt,3,12713,4008
Ascon-AEAD128,2048,decrypt,4,12713,4008
Ascon-AEAD128,2048,decrypt,5,12713,4008
Ascon-AEAD128,2048,decrypt,6,12713,4008
Ascon-AEAD128,2048,decrypt,7,12713,4008
Ascon-AEAD128,2048,decrypt,8,12713,4008
Ascon-AEAD128,2048,decrypt,9,12713,4008
Ascon-AEAD128,2048,decrypt,10,12713,4008
Ascon-AEAD128,2048,decrypt,11,12713,4008
Ascon-AEAD128,2048,decrypt,12,12713,4008
Ascon-AEAD128,2048,decrypt,13,12713,4008
Ascon-AEAD128,2048,decrypt,14,12713,4008
Ascon-AEAD128,2048,decrypt,15,12713,4008
Ascon-AEAD128,2048,decrypt,16,12713,4008
Ascon-AEAD128,2048,decrypt,17,12713,4008
Ascon-AEAD128,2048,decrypt,18,12713,4008
Ascon-AEAD128,2048,decrypt,19,12713,4008
Ascon-AEAD128,2048,decrypt,20,12713,4008
Ascon-AEAD128,4096,encrypt,1,16625,3880
Ascon-AEAD128,4096,encrypt,2,16625,3880
Ascon-AEAD128,4096,encrypt,3,16625,3880
Ascon-AEAD128,4096,encrypt,4,16625,3880
Ascon-AEAD128,4096,encrypt,5,16625,3880
Ascon-AEAD128,4096,encrypt,6,16625,3880
Ascon-AEAD128,4096,encrypt,7,16625,3880
Ascon-AEAD128,4096,encrypt,8,16625,3880
Ascon-AEAD128,4096,encrypt,9,16625,3880
Ascon-AEAD128,4096,encrypt,10,16625,3880
Ascon-AEAD128,4096,encrypt,11,16625,3880
Ascon-AEAD128,4096,encrypt,12,16625,3880
Ascon-AEAD128,4096,encrypt,13,16625,3880
Ascon-AEAD128,4096,encrypt,14,16625,3880
Ascon-AEAD128,4096,encrypt,15,16625,3880
Ascon-AEAD128,4096,encrypt,16,16625,3880
Ascon-AEAD128,4096,encrypt,17,16625,3880
Ascon-AEAD128,4096,encrypt,18,16625,3880
Ascon-AEAD128,4096,encrypt,19,16625,3880
Ascon-AEAD128,4096,encrypt,20,16625,3880
Ascon-AEAD128,4096,decrypt,1,20905,4008
Ascon-AEAD128,4096,decrypt,2,20905,4008
Ascon-AEAD128,4096,decrypt,3,20905,4008
Ascon-AEAD128,4096,decrypt,4,20905,4008
Ascon-AEAD128,4096,decrypt,5,20905,4008
Ascon-AEAD128,4096,decrypt,6,20905,4008
Ascon-AEAD128,4096,decrypt,7,20905,4008
Ascon-AEAD128,4096,decrypt,8,20905,4008
Ascon-AEAD128,4096,decrypt,9,20905,4008
Ascon-AEAD128,4096,decrypt,10,20905,4008
Ascon-AEAD128,4096,decrypt,11,20905,4008
Ascon-AEAD128,4096,decrypt,12,20905,4008
Ascon-AEAD128,4096,decrypt,13,20905,4008
Ascon-AEAD128,4096,decrypt,14,20905,4008
Ascon-AEAD128,4096,decrypt,15,20905,4008
Ascon-AEAD128,4096,decrypt,16,20905,4008
Ascon-AEAD128,4096,decrypt,17,20905,4008
Ascon-AEAD128,4096,decrypt,18,20905,4008
Ascon-AEAD128,4096,decrypt,19,20905,4008
Ascon-AEAD128,4096,decrypt,20,20905,4008
