algorithm,tier,role,message_size,operation,samples,repetitions,batch_size,mean_ns,median_ns,stdev_ns,min_ns,max_ns,ci95_half_width_ns,ci95_lower_ns,ci95_upper_ns,mean_us,median_us,between_run_stdev_ns,throughput_mb_s_mean,throughput_mb_s_median,operations_per_second,ciphertext_size
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",32,encrypt,250,10,20,904.1106,856.15,212.33218901430473,848.05,3409.55,26.320970843899758,877.7896291561002,930.4315708438997,0.9041106,0.85615,47.906124860559885,35.393899817124144,37.37662792734918,1106059.3692851295,48
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",64,decrypt,250,10,20,988.157,937.425,251.9549816776177,893.7,2954.95,31.232663109148742,956.9243368908514,1019.3896631091487,0.9881570000000001,0.937425,74.63820241523625,64.76703600743606,68.27212843694163,1011984.9376161884,80
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",64,encrypt,250,10,20,916.6838,863.0,259.6999008501279,852.05,2740.85,32.19273323640706,884.4910667635929,948.8765332364071,0.9166838,0.863,35.5801718370718,69.8168768772831,74.15990730011586,1090888.7012075484,80
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",128,decrypt,250,10,20,953.5938000000001,921.25,129.30493865355956,914.45,2435.0,16.02880625906089,937.5649937409393,969.622606259061,0.9535938,0.92125,35.3980845112651,134.22906063357374,138.94165535956583,1048664.5361997948,144
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",128,encrypt,250,10,20,923.286,883.15,176.00694760839897,868.95,2770.2,21.818047267493487,901.4679527325064,945.1040472674935,0.9232859999999999,0.88315,23.639963583352262,138.63526577896775,144.9357413802865,1083088.0138981855,144
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",256,decrypt,250,10,20,1050.1676,999.025,243.3012268324034,953.75,2904.9,30.159932544703814,1020.0076674552962,1080.327532544704,1.0501676,0.9990249999999999,34.935828674235786,243.7706133763792,256.2498435975076,952228.9585014811,272
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",256,encrypt,250,10,20,1017.6551999999999,924.2750000000001,307.1456915476843,902.25,3521.55,38.07417438488982,979.5810256151101,1055.7293743848898,1.0176551999999999,0.9242750000000001,131.12320420191756,251.55868117216914,276.9738443645019,982651.0983287857,272
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",512,decrypt,250,10,20,1134.1908,1065.2,261.9035543141972,1022.55,3043.55,32.46590094991808,1101.724899050082,1166.656700949918,1.1341908,1.0652000000000001,72.53836823946652,451.42316442700815,480.6609087495306,881685.8680215004,528
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",512,encrypt,250,10,20,1058.051,988.95,279.19621964715253,977.45,3606.6,34.609521953191255,1023.4414780468087,1092.6605219531912,1.0580509999999999,0.98895,47.44448092244239,483.90862066195297,517.7208150058142,945134.0247303769,528
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",1024,decrypt,250,10,20,1297.5464,1237.4250000000002,314.2793723785425,1175.95,3355.2,38.95847462231665,1258.5879253776834,1336.5048746223165,1.2975463999999999,1.2374250000000002,79.08763838117255,789.1817972752265,827.52490049902,770685.3489015885,1040
AES-128-GCM,native-c,"Established baseline (NIST SP 800-38D, OpenSSL + AES-NI)",1024,encrypt,250,10,20,1232.0518,1136.9250000000002,305.08498632723496,1126.25,3135.0,37.81872671924331,1194.2330732807566,1269.8705267192433,1.2320518,1.1369250000000002,75.89596033430675,831.133885766816,900.6750665171404,811654.1853191563,1040
