algorithm,tier,message_size,operation,sample,peak_python_heap_bytes,current_python_heap_bytes
Xoodyak,pure-python,4096,decrypt,5,13648,776
Xoodyak,pure-python,4096,decrypt,6,13648,776
Xoodyak,pure-python,4096,decrypt,7,13648,776
Xoodyak,pure-python,4096,decrypt,8,13648,776
Xoodyak,pure-python,4096,decrypt,9,13648,776
Xoodyak,pure-python,4096,decrypt,10,13648,776
Schwaemm256-128,pure-python,32,encrypt,1,1928,488
Schwaemm256-128,pure-python,32,encrypt,2,1928,488
Schwaemm256-128,pure-python,32,encrypt,3,1928,488
Schwaemm256-128,pure-python,32,encrypt,4,1928,488
Schwaemm256-128,pure-python,32,encrypt,5,1928,488
Schwaemm256-128,pure-python,32,encrypt,6,1928,488
Schwaemm256-128,pure-python,32,encrypt,7,1928,488
Schwaemm256-128,pure-python,32,encrypt,8,1928,488
Schwaemm256-128,pure-python,32,encrypt,9,1928,488
Schwaemm256-128,pure-python,32,encrypt,10,1928,488
Schwaemm256-128,pure-python,32,decrypt,1,2042,488
Schwaemm256-128,pure-python,32,decrypt,2,2042,488
Schwaemm256-128,pure-python,32,decrypt,3,2042,488
Schwaemm256-128,pure-python,32,decrypt,4,2042,488
Schwaemm256-128,pure-python,32,decrypt,5,2042,488
Schwaemm256-128,pure-python,32,decrypt,6,2042,488
Schwaemm256-128,pure-python,32,decrypt,7,2042,488
Schwaemm256-128,pure-python,32,decrypt,8,2042,488
Schwaemm256-128,pure-python,32,decrypt,9,2042,488
Schwaemm256-128,pure-python,32,decrypt,10,2042,488
Schwaemm256-128,pure-python,64,encrypt,1,2203,488
Schwaemm256-128,pure-python,64,encrypt,2,2203,488
Schwaemm256-128,pure-python,64,encrypt,3,2203,488
Schwaemm256-128,pure-python,64,encrypt,4,2203,488
Schwaemm256-128,pure-python,64,encrypt,5,2203,488
Schwaemm256-128,pure-python,64,encrypt,6,2203,488
Schwaemm256-128,pure-python,64,encrypt,7,2203,488
Schwaemm256-128,pure-python,64,encrypt,8,2203,488
Schwaemm256-128,pure-python,64,encrypt,9,2203,488
Schwaemm256-128,pure-python,64,encrypt,10,2203,488
Schwaemm256-128,pure-python,64,decrypt,1,2349,488
Schwaemm256-128,pure-python,64,decrypt,2,2349,488
Schwaemm256-128,pure-python,64,decrypt,3,2349,488
Schwaemm256-128,pure-python,64,decrypt,4,2349,488
Schwaemm256-128,pure-python,64,decrypt,5,2349,488
Schwaemm256-128,pure-python,64,decrypt,6,2349,488
Schwaemm256-128,pure-python,64,decrypt,7,2349,488
Schwaemm256-128,pure-python,64,decrypt,8,2349,488
Schwaemm256-128,pure-python,64,decrypt,9,2349,488
Schwaemm256-128,pure-python,64,decrypt,10,2349,488
Schwaemm256-128,pure-python,128,encrypt,1,2267,488
Schwaemm256-128,pure-python,128,encrypt,2,2267,488
Schwaemm256-128,pure-python,128,encrypt,3,2267,488
Schwaemm256-128,pure-python,128,encrypt,4,2267,488
Schwaemm256-128,pure-python,128,encrypt,5,2267,488
Schwaemm256-128,pure-python,128,encrypt,6,2267,488
Schwaemm256-128,pure-python,128,encrypt,7,2267,488
Schwaemm256-128,pure-python,128,encrypt,8,2267,488
Schwaemm256-128,pure-python,128,encrypt,9,2267,488
Schwaemm256-128,pure-python,128,encrypt,10,2267,488
Schwaemm256-128,pure-python,128,decrypt,1,2477,488
Schwaemm256-128,pure-python,128,decrypt,2,2477,488
Schwaemm256-128,pure-python,128,decrypt,3,2477,488
Schwaemm256-128,pure-python,128,decrypt,4,2477,488
Schwaemm256-128,pure-python,128,decrypt,5,2477,488
Schwaemm256-128,pure-python,128,decrypt,6,2477,488
Schwaemm256-128,pure-python,128,decrypt,7,2477,488
Schwaemm256-128,pure-python,128,decrypt,8,2477,488
Schwaemm256-128,pure-python,128,decrypt,9,2477,488
Schwaemm256-128,pure-python,128,decrypt,10,2477,488
Schwaemm256-128,pure-python,256,encrypt,1,2395,488
Schwaemm256-128,pure-python,256,encrypt,2,2395,488
Schwaemm256-128,pure-python,256,encrypt,3,2395,488
Schwaemm256-128,pure-python,256,encrypt,4,2395,488
Schwaemm256-128,pure-python,256,encrypt,5,2395,488
Schwaemm256-128,pure-python,256,encrypt,6,2395,488
Schwaemm256-128,pure-python,256,encrypt,7,2395,488
Schwaemm256-128,pure-python,256,encrypt,8,2395,488
Schwaemm256-128,pure-python,256,encrypt,9,2395,488
Schwaemm256-128,pure-python,256,encrypt,10,2395,488
Schwaemm256-128,pure-python,256,decrypt,1,2733,488
Schwaemm256-128,pure-python,256,decrypt,2,2733,488
Schwaemm256-128,pure-python,256,decrypt,3,2733,488
Schwaemm256-128,pure-python,256,decrypt,4,2733,488
Schwaemm256-128,pure-python,256,decrypt,5,2733,488
Schwaemm256-128,pure-python,256,decrypt,6,2733,488
Schwaemm256-128,pure-python,256,decrypt,7,2733,488
Schwaemm256-128,pure-python,256,decrypt,8,2733,488
Schwaemm256-128,pure-python,256,decrypt,9,2733,488
Schwaemm256-128,pure-python,256,decrypt,10,2733,488
Schwaemm256-128,pure-python,512,encrypt,1,2748,488
Schwaemm256-128,pure-python,512,encrypt,2,2748,488
Schwaemm256-128,pure-python,512,encrypt,3,2748,488
Schwaemm256-128,pure-python,512,encrypt,4,2748,488
Schwaemm256-128,pure-python,512,encrypt,5,2748,488
Schwaemm256-128,pure-python,512,encrypt,6,2748,488
Schwaemm256-128,pure-python,512,encrypt,7,2748,488
Schwaemm256-128,pure-python,512,encrypt,8,2748,488
Schwaemm256-128,pure-python,512,encrypt,9,2748,488
Schwaemm256-128,pure-python,512,encrypt,10,2748,488
Schwaemm256-128,pure-python,512,decrypt,1,3342,488
Schwaemm256-128,pure-python,512,decrypt,2,3342,488
Schwaemm256-128,pure-python,512,decrypt,3,3342,488
Schwaemm256-128,pure-python,512,decrypt,4,3342,488
Schwaemm256-128,pure-python,512,decrypt,5,3342,488
Schwaemm256-128,pure-python,512,decrypt,6,3342,488
Schwaemm256-128,pure-python,512,decrypt,7,3342,488
Schwaemm256-128,pure-python,512,decrypt,8,3342,488
Schwaemm256-128,pure-python,512,decrypt,9,3342,488
Schwaemm256-128,pure-python,512,decrypt,10,3342,488
Schwaemm256-128,pure-python,1024,encrypt,1,3433,488
Schwaemm256-128,pure-python,1024,encrypt,2,3433,488
Schwaemm256-128,pure-python,1024,encrypt,3,3433,488
Schwaemm256-128,pure-python,1024,encrypt,4,3433,488
Schwaemm256-128,pure-python,1024,encrypt,5,3433,488
Schwaemm256-128,pure-python,1024,encrypt,6,3433,488
Schwaemm256-128,pure-python,1024,encrypt,7,3433,488
Schwaemm256-128,pure-python,1024,encrypt,8,3433,488
Schwaemm256-128,pure-python,1024,encrypt,9,3433,488
Schwaemm256-128,pure-python,1024,encrypt,10,3433,488
Schwaemm256-128,pure-python,1024,decrypt,1,4539,488
Schwaemm256-128,pure-python,1024,decrypt,2,4539,488
Schwaemm256-128,pure-python,1024,decrypt,3,4539,488
Schwaemm256-128,pure-python,1024,decrypt,4,4539,488
Schwaemm256-128,pure-python,1024,decrypt,5,4539,488
Schwaemm256-128,pure-python,1024,decrypt,6,4539,488
Schwaemm256-128,pure-python,1024,decrypt,7,4539,488
Schwaemm256-128,pure-python,1024,decrypt,8,4539,488
Schwaemm256-128,pure-python,1024,decrypt,9,4539,488
Schwaemm256-128,pure-python,1024,decrypt,10,4539,488
Schwaemm256-128,pure-python,2048,encrypt,1,5573,488
Schwaemm256-128,pure-python,2048,encrypt,2,5573,488
Schwaemm256-128,pure-python,2048,encrypt,3,5573,488
Schwaemm256-128,pure-python,2048,encrypt,4,5573,488
Schwaemm256-128,pure-python,2048,encrypt,5,5573,488
Schwaemm256-128,pure-python,2048,encrypt,6,5573,488
Schwaemm256-128,pure-python,2048,encrypt,7,5573,488
Schwaemm256-128,pure-python,2048,encrypt,8,5573,488
Schwaemm256-128,pure-python,2048,encrypt,9,5573,488
Schwaemm256-128,pure-python,2048,encrypt,10,5573,488
Schwaemm256-128,pure-python,2048,decrypt,1,7703,488
Schwaemm256-128,pure-python,2048,decrypt,2,7703,488
Schwaemm256-128,pure-python,2048,decrypt,3,7703,488
Schwaemm256-128,pure-python,2048,decrypt,4,7703,488
Schwaemm256-128,pure-python,2048,decrypt,5,7703,488
Schwaemm256-128,pure-python,2048,decrypt,6,7703,488
Schwaemm256-128,pure-python,2048,decrypt,7,7703,488
Schwaemm256-128,pure-python,2048,decrypt,8,7703,488
Schwaemm256-128,pure-python,2048,decrypt,9,7703,488
Schwaemm256-128,pure-python,2048,decrypt,10,7703,488
Schwaemm256-128,pure-python,4096,encrypt,1,9637,488
Schwaemm256-128,pure-python,4096,encrypt,2,9637,488
Schwaemm256-128,pure-python,4096,encrypt,3,9637,488
Schwaemm256-128,pure-python,4096,encrypt,4,9637,488
Schwaemm256-128,pure-python,4096,encrypt,5,9637,488
Schwaemm256-128,pure-python,4096,encrypt,6,9637,488
Schwaemm256-128,pure-python,4096,encrypt,7,9637,488
Schwaemm256-128,pure-python,4096,encrypt,8,9637,488
Schwaemm256-128,pure-python,4096,encrypt,9,9637,488
Schwaemm256-128,pure-python,4096,encrypt,10,9637,488
Schwaemm256-128,pure-python,4096,decrypt,1,13815,488
Schwaemm256-128,pure-python,4096,decrypt,2,13815,488
Schwaemm256-128,pure-python,4096,decrypt,3,13815,488
Schwaemm256-128,pure-python,4096,decrypt,4,13815,488
Schwaemm256-128,pure-python,4096,decrypt,5,13815,488
Schwaemm256-128,pure-python,4096,decrypt,6,13815,488
Schwaemm256-128,pure-python,4096,decrypt,7,13815,488
Schwaemm256-128,pure-python,4096,decrypt,8,13815,488
Schwaemm256-128,pure-python,4096,decrypt,9,13815,488
Schwaemm256-128,pure-python,4096,decrypt,10,13815,488
GIFT-COFB,pure-python,32,encrypt,1,2413,568
GIFT-COFB,pure-python,32,encrypt,2,2413,568
GIFT-COFB,pure-python,32,encrypt,3,2413,568
GIFT-COFB,pure-python,32,encrypt,4,2413,568
GIFT-COFB,pure-python,32,encrypt,5,2413,568
GIFT-COFB,pure-python,32,encrypt,6,2413,568
GIFT-COFB,pure-python,32,encrypt,7,2413,568
GIFT-COFB,pure-python,32,encrypt,8,2413,568
GIFT-COFB,pure-python,32,encrypt,9,2413,568
GIFT-COFB,pure-python,32,encrypt,10,2413,568
GIFT-COFB,pure-python,32,decrypt,1,2531,568
GIFT-COFB,pure-python,32,decrypt,2,2531,568
GIFT-COFB,pure-python,32,decrypt,3,2531,568
GIFT-COFB,pure-python,32,decrypt,4,2531,568
GIFT-COFB,pure-python,32,decrypt,5,2531,568
GIFT-COFB,pure-python,32,decrypt,6,2531,568
GIFT-COFB,pure-python,32,decrypt,7,2531,568
GIFT-COFB,pure-python,32,decrypt,8,2531,568
GIFT-COFB,pure-python,32,decrypt,9,2531,568
GIFT-COFB,pure-python,32,decrypt,10,2531,568
GIFT-COFB,pure-python,64,encrypt,1,2449,568
GIFT-COFB,pure-python,64,encrypt,2,2449,568
GIFT-COFB,pure-python,64,encrypt,3,2449,568
GIFT-COFB,pure-python,64,encrypt,4,2449,568
GIFT-COFB,pure-python,64,encrypt,5,2449,568
GIFT-COFB,pure-python,64,encrypt,6,2449,568
GIFT-COFB,pure-python,64,encrypt,7,2449,568
GIFT-COFB,pure-python,64,encrypt,8,2449,568
GIFT-COFB,pure-python,64,encrypt,9,2449,568
GIFT-COFB,pure-python,64,encrypt,10,2449,568
GIFT-COFB,pure-python,64,decrypt,1,2587,568
GIFT-COFB,pure-python,64,decrypt,2,2587,568
GIFT-COFB,pure-python,64,decrypt,3,2587,568
GIFT-COFB,pure-python,64,decrypt,4,2587,568
GIFT-COFB,pure-python,64,decrypt,5,2587,568
GIFT-COFB,pure-python,64,decrypt,6,2587,568
GIFT-COFB,pure-python,64,decrypt,7,2587,568
GIFT-COFB,pure-python,64,decrypt,8,2587,568
GIFT-COFB,pure-python,64,decrypt,9,2587,568
GIFT-COFB,pure-python,64,decrypt,10,2587,568
GIFT-COFB,pure-python,128,encrypt,1,2534,568
GIFT-COFB,pure-python,128,encrypt,2,2534,568
GIFT-COFB,pure-python,128,encrypt,3,2534,568
GIFT-COFB,pure-python,128,encrypt,4,2534,568
GIFT-COFB,pure-python,128,encrypt,5,2534,568
GIFT-COFB,pure-python,128,encrypt,6,2534,568
GIFT-COFB,pure-python,128,encrypt,7,2534,568
GIFT-COFB,pure-python,128,encrypt,8,2534,568
GIFT-COFB,pure-python,128,encrypt,9,2534,568
GIFT-COFB,pure-python,128,encrypt,10,2534,568
GIFT-COFB,pure-python,128,decrypt,1,2744,568
GIFT-COFB,pure-python,128,decrypt,2,2744,568
GIFT-COFB,pure-python,128,decrypt,3,2744,568
GIFT-COFB,pure-python,128,decrypt,4,2744,568
GIFT-COFB,pure-python,128,decrypt,5,2744,568
GIFT-COFB,pure-python,128,decrypt,6,2744,568
GIFT-COFB,pure-python,128,decrypt,7,2744,568
GIFT-COFB,pure-python,128,decrypt,8,2744,568
GIFT-COFB,pure-python,128,decrypt,9,2744,568
GIFT-COFB,pure-python,128,decrypt,10,2744,568
GIFT-COFB,pure-python,256,encrypt,1,2809,568
GIFT-COFB,pure-python,256,encrypt,2,2809,568
GIFT-COFB,pure-python,256,encrypt,3,2809,568
GIFT-COFB,pure-python,256,encrypt,4,2809,568
GIFT-COFB,pure-python,256,encrypt,5,2809,568
GIFT-COFB,pure-python,256,encrypt,6,2809,568
GIFT-COFB,pure-python,256,encrypt,7,2809,568
GIFT-COFB,pure-python,256,encrypt,8,2809,568
GIFT-COFB,pure-python,256,encrypt,9,2809,568
GIFT-COFB,pure-python,256,encrypt,10,2809,568
GIFT-COFB,pure-python,256,decrypt,1,3147,568
GIFT-COFB,pure-python,256,decrypt,2,3147,568
GIFT-COFB,pure-python,256,decrypt,3,3147,568
GIFT-COFB,pure-python,256,decrypt,4,3147,568
GIFT-COFB,pure-python,256,decrypt,5,3147,568
GIFT-COFB,pure-python,256,decrypt,6,3147,568
GIFT-COFB,pure-python,256,decrypt,7,3147,568
GIFT-COFB,pure-python,256,decrypt,8,3147,568
GIFT-COFB,pure-python,256,decrypt,9,3147,568
GIFT-COFB,pure-python,256,decrypt,10,3147,568
GIFT-COFB,pure-python,512,encrypt,1,3403,568
GIFT-COFB,pure-python,512,encrypt,2,3403,568
GIFT-COFB,pure-python,512,encrypt,3,3403,568
GIFT-COFB,pure-python,512,encrypt,4,3403,568
GIFT-COFB,pure-python,512,encrypt,5,3403,568
GIFT-COFB,pure-python,512,encrypt,6,3403,568
GIFT-COFB,pure-python,512,encrypt,7,3403,568
GIFT-COFB,pure-python,512,encrypt,8,3403,568
GIFT-COFB,pure-python,512,encrypt,9,3403,568
GIFT-COFB,pure-python,512,encrypt,10,3403,568
GIFT-COFB,pure-python,512,decrypt,1,3993,568
GIFT-COFB,pure-python,512,decrypt,2,3993,568
GIFT-COFB,pure-python,512,decrypt,3,3993,568
GIFT-COFB,pure-python,512,decrypt,4,3993,568
GIFT-COFB,pure-python,512,decrypt,5,3993,568
GIFT-COFB,pure-python,512,decrypt,6,3993,568
GIFT-COFB,pure-python,512,decrypt,7,3993,568
GIFT-COFB,pure-python,512,decrypt,8,3993,568
GIFT-COFB,pure-python,512,decrypt,9,3993,568
GIFT-COFB,pure-python,512,decrypt,10,3993,568
GIFT-COFB,pure-python,1024,encrypt,1,4469,568
GIFT-COFB,pure-python,1024,encrypt,2,4469,568
GIFT-COFB,pure-python,1024,encrypt,3,4469,568
GIFT-COFB,pure-python,1024,encrypt,4,4469,568
GIFT-COFB,pure-python,1024,encrypt,5,4469,568
GIFT-COFB,pure-python,1024,encrypt,6,4469,568
GIFT-COFB,pure-python,1024,encrypt,7,4469,568
GIFT-COFB,pure-python,1024,encrypt,8,4469,568
GIFT-COFB,pure-python,1024,encrypt,9,4469,568
GIFT-COFB,pure-python,1024,encrypt,10,4469,568
GIFT-COFB,pure-python,1024,decrypt,1,5579,568
GIFT-COFB,pure-python,1024,decrypt,2,5579,568
GIFT-COFB,pure-python,1024,decrypt,3,5579,568
GIFT-COFB,pure-python,1024,decrypt,4,5579,568
GIFT-COFB,pure-python,1024,decrypt,5,5579,568
GIFT-COFB,pure-python,1024,decrypt,6,5579,568
GIFT-COFB,pure-python,1024,decrypt,7,5579,568
GIFT-COFB,pure-python,1024,decrypt,8,5579,568
GIFT-COFB,pure-python,1024,decrypt,9,5579,568
GIFT-COFB,pure-python,1024,decrypt,10,5579,568
GIFT-COFB,pure-python,2048,encrypt,1,6509,568
GIFT-COFB,pure-python,2048,encrypt,2,6509,568
GIFT-COFB,pure-python,2048,encrypt,3,6509,568
GIFT-COFB,pure-python,2048,encrypt,4,6509,568
GIFT-COFB,pure-python,2048,encrypt,5,6509,568
GIFT-COFB,pure-python,2048,encrypt,6,6509,568
GIFT-COFB,pure-python,2048,encrypt,7,6509,568
GIFT-COFB,pure-python,2048,encrypt,8,6509,568
GIFT-COFB,pure-python,2048,encrypt,9,6509,568
GIFT-COFB,pure-python,2048,encrypt,10,6509,568
GIFT-COFB,pure-python,2048,decrypt,1,8635,568
GIFT-COFB,pure-python,2048,decrypt,2,8635,568
GIFT-COFB,pure-python,2048,decrypt,3,8635,568
GIFT-COFB,pure-python,2048,decrypt,4,8635,568
GIFT-COFB,pure-python,2048,decrypt,5,8635,568
GIFT-COFB,pure-python,2048,decrypt,6,8635,568
GIFT-COFB,pure-python,2048,decrypt,7,8635,568
GIFT-COFB,pure-python,2048,decrypt,8,8635,568
GIFT-COFB,pure-python,2048,decrypt,9,8635,568
GIFT-COFB,pure-python,2048,decrypt,10,8635,568
GIFT-COFB,pure-python,4096,encrypt,1,10879,568
GIFT-COFB,pure-python,4096,encrypt,2,10879,568
GIFT-COFB,pure-python,4096,encrypt,3,10879,568
GIFT-COFB,pure-python,4096,encrypt,4,10879,568
GIFT-COFB,pure-python,4096,encrypt,5,10879,568
GIFT-COFB,pure-python,4096,encrypt,6,10879,568
GIFT-COFB,pure-python,4096,encrypt,7,10879,568
GIFT-COFB,pure-python,4096,encrypt,8,10879,568
GIFT-COFB,pure-python,4096,encrypt,9,10879,568
GIFT-COFB,pure-python,4096,encrypt,10,10879,568
GIFT-COFB,pure-python,4096,decrypt,1,15057,568
GIFT-COFB,pure-python,4096,decrypt,2,15057,568
GIFT-COFB,pure-python,4096,decrypt,3,15057,568
GIFT-COFB,pure-python,4096,decrypt,4,15057,568
GIFT-COFB,pure-python,4096,decrypt,5,15057,568
GIFT-COFB,pure-python,4096,decrypt,6,15057,568
GIFT-COFB,pure-python,4096,decrypt,7,15057,568
GIFT-COFB,pure-python,4096,decrypt,8,15057,568
GIFT-COFB,pure-python,4096,decrypt,9,15057,568
GIFT-COFB,pure-python,4096,decrypt,10,15057,568
AES-128-CCM,pure-python,32,encrypt,1,1451,632
AES-128-CCM,pure-python,32,encrypt,2,1451,632
AES-128-CCM,pure-python,32,encrypt,3,1451,632
AES-128-CCM,pure-python,32,encrypt,4,1451,632
AES-128-CCM,pure-python,32,encrypt,5,1451,632
AES-128-CCM,pure-python,32,encrypt,6,1451,632
AES-128-CCM,pure-python,32,encrypt,7,1451,632
AES-128-CCM,pure-python,32,encrypt,8,1451,632
AES-128-CCM,pure-python,32,encrypt,9,1451,632
AES-128-CCM,pure-python,32,encrypt,10,1451,632
AES-128-CCM,pure-python,32,decrypt,1,1695,632
AES-128-CCM,pure-python,32,decrypt,2,1695,632
AES-128-CCM,pure-python,32,decrypt,3,1695,632
AES-128-CCM,pure-python,32,decrypt,4,1695,632
AES-128-CCM,pure-python,32,decrypt,5,1695,632
AES-128-CCM,pure-python,32,decrypt,6,1695,632
AES-128-CCM,pure-python,32,decrypt,7,1695,632
AES-128-CCM,pure-python,32,decrypt,8,1695,632
AES-128-CCM,pure-python,32,decrypt,9,1695,632
AES-128-CCM,pure-python,32,decrypt,10,1695,632
AES-128-CCM,pure-python,64,encrypt,1,1483,632
AES-128-CCM,pure-python,64,encrypt,2,1483,632
AES-128-CCM,pure-python,64,encrypt,3,1483,632
AES-128-CCM,pure-python,64,encrypt,4,1483,632
AES-128-CCM,pure-python,64,encrypt,5,1483,632
AES-128-CCM,pure-python,64,encrypt,6,1483,632
AES-128-CCM,pure-python,64,encrypt,7,1483,632
AES-128-CCM,pure-python,64,encrypt,8,1483,632
AES-128-CCM,pure-python,64,encrypt,9,1483,632
AES-128-CCM,pure-python,64,encrypt,10,1483,632
AES-128-CCM,pure-python,64,decrypt,1,1823,632
AES-128-CCM,pure-python,64,decrypt,2,1823,632
AES-128-CCM,pure-python,64,decrypt,3,1823,632
AES-128-CCM,pure-python,64,decrypt,4,1823,632
AES-128-CCM,pure-python,64,decrypt,5,1823,632
AES-128-CCM,pure-python,64,decrypt,6,1823,632
AES-128-CCM,pure-python,64,decrypt,7,1823,632
AES-128-CCM,pure-python,64,decrypt,8,1823,632
AES-128-CCM,pure-python,64,decrypt,9,1823,632
AES-128-CCM,pure-python,64,decrypt,10,1823,632
AES-128-CCM,pure-python,128,encrypt,1,1547,632
AES-128-CCM,pure-python,128,encrypt,2,1547,632
AES-128-CCM,pure-python,128,encrypt,3,1547,632
AES-128-CCM,pure-python,128,encrypt,4,1547,632
AES-128-CCM,pure-python,128,encrypt,5,1547,632
AES-128-CCM,pure-python,128,encrypt,6,1547,632
AES-128-CCM,pure-python,128,encrypt,7,1547,632
AES-128-CCM,pure-python,128,encrypt,8,1547,632
AES-128-CCM,pure-python,128,encrypt,9,1547,632
AES-128-CCM,pure-python,128,encrypt,10,1547,632
AES-128-CCM,pure-python,128,decrypt,1,2079,632
AES-128-CCM,pure-python,128,decrypt,2,2079,632
AES-128-CCM,pure-python,128,decrypt,3,2079,632
AES-128-CCM,pure-python,128,decrypt,4,2079,632
AES-128-CCM,pure-python,128,decrypt,5,2079,632
AES-128-CCM,pure-python,128,decrypt,6,2079,632
AES-128-CCM,pure-python,128,decrypt,7,2079,632
AES-128-CCM,pure-python,128,decrypt,8,2079,632
AES-128-CCM,pure-python,128,decrypt,9,2079,632
AES-128-CCM,pure-python,128,decrypt,10,2079,632
AES-128-CCM,pure-python,256,encrypt,1,1713,632
AES-128-CCM,pure-python,256,encrypt,2,1713,632
AES-128-CCM,pure-python,256,encrypt,3,1713,632
AES-128-CCM,pure-python,256,encrypt,4,1713,632
AES-128-CCM,pure-python,256,encrypt,5,1713,632
AES-128-CCM,pure-python,256,encrypt,6,1713,632
AES-128-CCM,pure-python,256,encrypt,7,1713,632
AES-128-CCM,pure-python,256,encrypt,8,1713,632
AES-128-CCM,pure-python,256,encrypt,9,1713,632
AES-128-CCM,pure-python,256,encrypt,10,1713,632
AES-128-CCM,pure-python,256,decrypt,1,2623,632
AES-128-CCM,pure-python,256,decrypt,2,2623,632
AES-128-CCM,pure-python,256,decrypt,3,2623,632
AES-128-CCM,pure-python,256,decrypt,4,2623,632
AES-128-CCM,pure-python,256,decrypt,5,2623,632
AES-128-CCM,pure-python,256,decrypt,6,2623,632
AES-128-CCM,pure-python,256,decrypt,7,2623,632
AES-128-CCM,pure-python,256,decrypt,8,2623,632
AES-128-CCM,pure-python,256,decrypt,9,2623,632
AES-128-CCM,pure-python,256,decrypt,10,2623,632
AES-128-CCM,pure-python,512,encrypt,1,2559,632
AES-128-CCM,pure-python,512,encrypt,2,2559,632
AES-128-CCM,pure-python,512,encrypt,3,2559,632
AES-128-CCM,pure-python,512,encrypt,4,2559,632
AES-128-CCM,pure-python,512,encrypt,5,2559,632
AES-128-CCM,pure-python,512,encrypt,6,2559,632
AES-128-CCM,pure-python,512,encrypt,7,2559,632
AES-128-CCM,pure-python,512,encrypt,8,2559,632
AES-128-CCM,pure-python,512,encrypt,9,2559,632
AES-128-CCM,pure-python,512,encrypt,10,2559,632
AES-128-CCM,pure-python,512,decrypt,1,3647,632
AES-128-CCM,pure-python,512,decrypt,2,3647,632
AES-128-CCM,pure-python,512,decrypt,3,3647,632
AES-128-CCM,pure-python,512,decrypt,4,3647,632
AES-128-CCM,pure-python,512,decrypt,5,3647,632
AES-128-CCM,pure-python,512,decrypt,6,3647,632
AES-128-CCM,pure-python,512,decrypt,7,3647,632
AES-128-CCM,pure-python,512,decrypt,8,3647,632
AES-128-CCM,pure-python,512,decrypt,9,3647,632
AES-128-CCM,pure-python,512,decrypt,10,3647,632
AES-128-CCM,pure-python,1024,encrypt,1,4141,632
AES-128-CCM,pure-python,1024,encrypt,2,4141,632
AES-128-CCM,pure-python,1024,encrypt,3,4141,632
AES-128-CCM,pure-python,1024,encrypt,4,4141,632
AES-128-CCM,pure-python,1024,encrypt,5,4141,632
AES-128-CCM,pure-python,1024,encrypt,6,4141,632
AES-128-CCM,pure-python,1024,encrypt,7,4141,632
AES-128-CCM,pure-python,1024,encrypt,8,4141,632
AES-128-CCM,pure-python,1024,encrypt,9,4141,632
AES-128-CCM,pure-python,1024,encrypt,10,4141,632
AES-128-CCM,pure-python,1024,decrypt,1,5695,632
AES-128-CCM,pure-python,1024,decrypt,2,5695,632
AES-128-CCM,pure-python,1024,decrypt,3,5695,632
AES-128-CCM,pure-python,1024,decrypt,4,5695,632
AES-128-CCM,pure-python,1024,decrypt,5,5695,632
AES-128-CCM,pure-python,1024,decrypt,6,5695,632
AES-128-CCM,pure-python,1024,decrypt,7,5695,632
AES-128-CCM,pure-python,1024,decrypt,8,5695,632
AES-128-CCM,pure-python,1024,decrypt,9,5695,632
AES-128-CCM,pure-python,1024,decrypt,10,5695,632
AES-128-CCM,pure-python,2048,encrypt,1,7197,632
AES-128-CCM,pure-python,2048,encrypt,2,7197,632
AES-128-CCM,pure-python,2048,encrypt,3,7197,632
AES-128-CCM,pure-python,2048,encrypt,4,7197,632
AES-128-CCM,pure-python,2048,encrypt,5,7197,632
AES-128-CCM,pure-python,2048,encrypt,6,7197,632
AES-128-CCM,pure-python,2048,encrypt,7,7197,632
AES-128-CCM,pure-python,2048,encrypt,8,7197,632
AES-128-CCM,pure-python,2048,encrypt,9,7197,632
AES-128-CCM,pure-python,2048,encrypt,10,7197,632
AES-128-CCM,pure-python,2048,decrypt,1,9791,632
AES-128-CCM,pure-python,2048,decrypt,2,9791,632
AES-128-CCM,pure-python,2048,decrypt,3,9791,632
AES-128-CCM,pure-python,2048,decrypt,4,9791,632
AES-128-CCM,pure-python,2048,decrypt,5,9791,632
AES-128-CCM,pure-python,2048,decrypt,6,9791,632
AES-128-CCM,pure-python,2048,decrypt,7,9791,632
AES-128-CCM,pure-python,2048,decrypt,8,9791,632
AES-128-CCM,pure-python,2048,decrypt,9,9791,632
AES-128-CCM,pure-python,2048,decrypt,10,9791,632
AES-128-CCM,pure-python,4096,encrypt,1,13647,632
AES-128-CCM,pure-python,4096,encrypt,2,13647,632
AES-128-CCM,pure-python,4096,encrypt,3,13647,632
AES-128-CCM,pure-python,4096,encrypt,4,13647,632
AES-128-CCM,pure-python,4096,encrypt,5,13647,632
AES-128-CCM,pure-python,4096,encrypt,6,13647,632
AES-128-CCM,pure-python,4096,encrypt,7,13647,632
AES-128-CCM,pure-python,4096,encrypt,8,13647,632
AES-128-CCM,pure-python,4096,encrypt,9,13647,632
AES-128-CCM,pure-python,4096,encrypt,10,13647,632
AES-128-CCM,pure-python,4096,decrypt,1,17983,632
AES-128-CCM,pure-python,4096,decrypt,2,17983,632
AES-128-CCM,pure-python,4096,decrypt,3,17983,632
AES-128-CCM,pure-python,4096,decrypt,4,17983,632
AES-128-CCM,pure-python,4096,decrypt,5,17983,632
AES-128-CCM,pure-python,4096,decrypt,6,17983,632
AES-128-CCM,pure-python,4096,decrypt,7,17983,632
AES-128-CCM,pure-python,4096,decrypt,8,17983,632
AES-128-CCM,pure-python,4096,decrypt,9,17983,632
AES-128-CCM,pure-python,4096,decrypt,10,17983,632
